"ID","ESTADO_PROC","CANT_PROD","CANT_A_PROD","PLACA","PLACAS_USADAS","PLACAS_BUENAS","PLACAS_MALAS","TIEMPO_TOTAL","NUMERO_PERSONAS","STOCK","USER","STOCK_CANT","despunte"
31320,PENDIENTE,0,60,,,,,,0,,,0,0
31321,LISTO,60,0,[],[],[],[],,1,,leoncio arteaga,0,0
31322,PENDIENTE,0,400,,,,,,0,,,0,0
31323,PENDIENTE,0,400,,,,,,0,,,0,0
31324,PENDIENTE,0,400,,,,,,0,,,0,0
31325,PENDIENTE,0,300,,,,,,0,,,0,0
31326,PENDIENTE,0,300,,,,,,0,,,0,0
31327,PENDIENTE,0,300,,,,,,0,,,0,0
31328,PENDIENTE,0,300,,,,,,0,,,0,0
31329,PENDIENTE,0,300,,,,,,0,,,0,0
31330,PENDIENTE,0,300,,,,,,0,,,0,0
31331,PENDIENTE,0,300,,,,,,0,,,0,0
31332,PENDIENTE,0,44,,,,,,0,,,0,0
31333,PENDIENTE,0,44,,,,,,0,,,0,0
31334,PENDIENTE,0,44,,,,,,0,,,0,0
31335,PENDIENTE,0,44,,,,,,0,,,0,0
31336,PENDIENTE,0,44,,,,,,0,,,0,0
31337,PENDIENTE,0,44,,,,,,0,,,0,0
31338,PENDIENTE,0,44,,,,,,0,,,0,0
31339,PENDIENTE,0,88,,,,,,0,,,0,0
31340,PENDIENTE,0,88,,,,,,0,,,0,0
31341,PENDIENTE,0,500,,,,,,0,,,0,0
31342,PENDIENTE,0,500,,,,,,0,,,0,0
31343,PENDIENTE,0,500,,,,,,0,,,0,0
31344,PENDIENTE,0,5000,,,,,,0,,,0,0
31345,PENDIENTE,0,5000,,,,,,0,,,0,0
31346,LISTO,5000,0,"[""PLACA 950*780 09B""]",[6245],[6245],[0],,2,,marco ordenes,0,0
31347,LISTO,3300,0,[],[],[],[],,4,,raul espindola,0,0
31348,PENDIENTE,0,3300,,,,,,0,,,0,0
31349,PENDIENTE,0,3300,,,,,,0,,,0,0
31350,LISTO,5000,0,[],[],[],[],,4,,raul espindola,0,0
31351,PENDIENTE,0,5000,,,,,,0,,,0,0
31352,LISTO,5000,0,"[""PLACA 950*780 09B""]",[5006],[5000],[6],,2,,marco ordenes,0,0
31353,LISTO,3300,0,[],[],[],[],,4,,raul espindola,0,0
31354,PENDIENTE,0,3300,,,,,,0,,,0,0
31355,LISTO,3300,0,"[""PLACA 1100*780 09B""]",[3305],[3300],[5],,2,,Carlos Muller,0,0
31356,LISTO,5000,0,[],[],[],[],,2,,Carlos Muller,0,0
31357,PENDIENTE,0,5000,,,,,,0,,,0,0
31358,PENDIENTE,0,5000,,,,,,0,,,0,0
31359,PENDIENTE,0,230,,,,,,0,,,0,0
31360,PENDIENTE,0,230,,,,,,0,,,0,0
31361,PENDIENTE,0,230,,,,,,0,,,0,0
31362,PENDIENTE,0,230,,,,,,0,,,0,0
31363,PENDIENTE,0,160,,,,,,0,,,0,0
31364,PENDIENTE,0,160,,,,,,0,,,0,0
31365,PENDIENTE,0,160,,,,,,0,,,0,0
31366,PENDIENTE,0,160,,,,,,0,,,0,0
31367,PENDIENTE,0,160,,,,,,0,,,0,0
31368,PENDIENTE,0,160,,,,,,0,,,0,0
31369,PENDIENTE,0,160,,,,,,0,,,0,0
31370,PENDIENTE,0,160,,,,,,0,,,0,0
31371,PENDIENTE,0,160,,,,,,0,,,0,0
31372,PENDIENTE,0,160,,,,,,0,,,0,0
31373,PENDIENTE,0,200,,,,,,0,,,0,0
31374,PENDIENTE,0,200,,,,,,0,,,0,0
31375,PENDIENTE,0,200,,,,,,0,,,0,0
31376,PENDIENTE,0,200,,,,,,0,,,0,0
31377,PENDIENTE,0,200,,,,,,0,,,0,0
31378,LISTO,200,0,[],[],[],[],,10,,nicolas tordesilla,0,0
31379,PENDIENTE,0,200,,,,,,0,,,0,0
31380,PENDIENTE,0,300,,,,,,0,,,0,0
31381,PENDIENTE,0,300,,,,,,0,,,0,0
31382,PENDIENTE,0,300,,,,,,0,,,0,0
31383,PENDIENTE,0,420,,,,,,0,,,0,0
31384,PENDIENTE,0,420,,,,,,0,,,0,0
31385,PENDIENTE,0,420,,,,,,0,,,0,0
31386,LISTO,100,0,"[""PLACA 1600*1720 C30""]",[100],[100],[0],,2,,nicolas tordesilla,0,0
31387,LISTO,100,0,[],[],[],[],,2,,"cesar lozano, Carlos Muller, Carlos Muller",0,0
31388,PENDIENTE,0,100,,,,,,0,,,0,0
31389,PENDIENTE,0,100,,,,,,0,,,0,0
31390,PENDIENTE,0,100,,,,,,0,,,0,0
31391,LISTO,100,0,"[""PLACA 2800*2450 C30""]",[100],[100],[0],,2,,nicolas tordesilla,0,0
31392,LISTO,100,0,[],[],[],[],,2,,Carlos Muller,0,0
31393,PENDIENTE,0,100,,,,,,0,,,0,0
31394,PENDIENTE,0,100,,,,,,0,,,0,0
31395,PENDIENTE,0,100,,,,,,0,,,0,0
31396,PENDIENTE,0,100,,,,,,0,,,0,0
31397,LISTO,100,0,"[""PLACA 2200*2145 D94""]",[2],[2],[0],,3,,luis alfaro,0,0
31398,PENDIENTE,0,100,,,,,,0,,,0,0
31399,PENDIENTE,0,100,,,,,,0,,,0,0
31400,PENDIENTE,0,100,,,,,,0,,,0,0
31401,PENDIENTE,0,200,,,,,,0,,,0,0
31402,PENDIENTE,0,200,,,,,,0,,,0,0
31403,PENDIENTE,0,200,,,,,,0,,,0,0
31404,PENDIENTE,0,200,,,,,,0,,,0,0
31405,PENDIENTE,0,200,,,,,,0,,,0,0
31406,PENDIENTE,0,100,,,,,,0,,,0,0
31407,PENDIENTE,0,100,,,,,,0,,,0,0
31408,PENDIENTE,0,100,,,,,,0,,,0,0
31409,PENDIENTE,0,100,,,,,,0,,,0,0
31410,PENDIENTE,0,100,,,,,,0,,,0,0
31411,PENDIENTE,0,100,,,,,,0,,,0,0
31412,PENDIENTE,0,100,,,,,,0,,,0,0
31413,PENDIENTE,0,100,,,,,,0,,,0,0
31414,PENDIENTE,0,100,,,,,,0,,,0,0
31415,PENDIENTE,0,100,,,,,,0,,,0,0
31416,PENDIENTE,0,100,,,,,,0,,,0,0
31417,PENDIENTE,0,100,,,,,,0,,,0,0
31418,PENDIENTE,0,100,,,,,,0,,,0,0
31419,PENDIENTE,0,100,,,,,,0,,,0,0
31420,PENDIENTE,0,200,,,,,,0,,,0,0
31421,PENDIENTE,0,200,,,,,,0,,,0,0
31422,PENDIENTE,0,200,,,,,,0,,,0,0
31423,PENDIENTE,0,200,,,,,,0,,,0,0
31424,PENDIENTE,0,200,,,,,,0,,,0,0
31425,PENDIENTE,0,100,,,,,,0,,,0,0
31426,LISTO,100,0,"[""PLACA 2200*2145 D94"",""PLACA 2515*2145 D94""]","[0,0]","[0,0]","[0,0]",,3,,luis alfaro,0,1
31427,PENDIENTE,0,100,,,,,,0,,,0,0
31428,PENDIENTE,0,100,,,,,,0,,,0,0
31429,PENDIENTE,0,100,,,,,,0,,,0,0
31430,PENDIENTE,0,100,,,,,,0,,,0,0
31431,LISTO,100,0,"[""PLACA 2200*2145 D94""]",[11],[10],[1],,3,,luis alfaro,0,0
31432,PENDIENTE,0,100,,,,,,0,,,0,0
31433,PENDIENTE,0,100,,,,,,0,,,0,0
31434,PENDIENTE,0,100,,,,,,0,,,0,0
31435,PENDIENTE,0,100,,,,,,0,,,0,0
31436,LISTO,50,0,[],[],[],[],,2,,Carlos Muller,0,0
31437,PENDIENTE,0,50,,,,,,0,,,0,0
31438,PENDIENTE,0,50,,,,,,0,,,0,0
31439,PENDIENTE,0,50,,,,,,0,,,0,0
31440,LISTO,50,0,[],[],[],[],,2,,nicolas tordesilla,0,0
31441,PENDIENTE,0,50,,,,,,0,,,0,0
31442,LISTO,50,0,[],[],[],[],,1,,cesar lozano,0,0
31443,PENDIENTE,0,50,,,,,,0,,,0,0
31444,LISTO,50,0,[],[],[],[],,2,,Carlos Muller,0,0
31445,PENDIENTE,0,50,,,,,,0,,,0,0
31446,LISTO,50,0,"[""PLACA 2800*2450 C30""]",[50],[50],[0],,2,,nicolas tordesilla,0,0
31447,LISTO,50,0,[],[],[],[],,3,,luis alfaro,0,0
31448,PENDIENTE,0,50,,,,,,0,,,0,0
31449,PENDIENTE,0,50,,,,,,0,,,0,0
31450,PENDIENTE,0,50,,,,,,0,,,0,0
31451,PENDIENTE,0,50,,,,,,0,,,0,0
31452,PENDIENTE,0,50,,,,,,0,,,0,0
31453,PENDIENTE,0,50,,,,,,0,,,0,0
31454,PENDIENTE,0,420,,,,,,0,,,0,0
31455,PENDIENTE,0,420,,,,,,0,,,0,0
31456,PENDIENTE,0,50,,,,,,0,,,0,0
31457,LISTO,50,0,[],[],[],[],,2,,nicolas tordesilla,0,0
31458,PENDIENTE,0,50,,,,,,0,,,0,0
31459,PENDIENTE,0,50,,,,,,0,,,0,0
31460,LISTO,50,0,[],[],[],[],,2,,nicolas tordesilla,0,0
31461,LISTO,50,0,"[""PLACA 2100*1730 C20""]",[50],[50],[0],,2,,nicolas tordesilla,0,0
31462,PENDIENTE,0,50,,,,,,0,,,0,0
31463,PENDIENTE,0,50,,,,,,0,,,0,0
31464,LISTO,50,0,[],[],[],[],,2,,Carlos Muller,0,0
31465,PENDIENTE,0,50,,,,,,0,,,0,0
31466,PENDIENTE,0,50,,,,,,0,,,0,0
31467,LISTO,50,0,[],[],[],[],,3,,luis alfaro,0,0
31468,PENDIENTE,0,50,,,,,,0,,,0,0
31469,PENDIENTE,0,50,,,,,,0,,,0,0
31470,PENDIENTE,0,50,,,,,,0,,,0,0
31471,PENDIENTE,0,50,,,,,,0,,,0,0
31472,LISTO,50,0,[],[],[],[],,5,,nicolas tordesilla,0,0
31473,PENDIENTE,0,50,,,,,,0,,,0,0
31474,PENDIENTE,0,200,,,,,,0,,,0,0
31475,LISTO,200,0,"[""PLACA 1100*780 10E""]",[608],[608],[0],,2,,marco ordenes,0,0
31476,PENDIENTE,0,200,,,,,,0,,,0,0
31477,LISTO,200,0,[],[],[],[],,4,,raul espindola,0,0
31478,PENDIENTE,0,200,,,,,,0,,,0,0
31479,LISTO,200,0,"[""PLACA 1100*780 10E""]",[268],[268],[0],,2,,marco ordenes,0,0
31480,PENDIENTE,150,450,"[""PLACA 2500*2450 C20""]",[5],[0],[5],,3,,nicolas tordesilla,0,0
31481,PENDIENTE,0,600,,,,,,0,,,0,0
31482,LISTO,600,0,[],[],[],[],,1,,cesar lozano,0,0
31483,PENDIENTE,0,600,,,,,,0,,,0,0
31484,PENDIENTE,450,750,"[""PLACA 2100*1730 C20""]",[1],[0],[1],,2,,nicolas tordesilla,0,0
31485,LISTO,1200,0,[],[],[],[],,1,,cesar lozano,0,0
31486,PENDIENTE,0,1200,,,,,,0,,,0,0
31487,LISTO,2000,0,[],[],[],[],,2,,nicolas tordesilla,0,0
31488,LISTO,2000,0,[],[],[],[],,1,,cesar lozano,0,0
31489,LISTO,2000,0,[],[],[],[],,2,,luis alfaro,0,0
31490,PENDIENTE,0,2000,,,,,,0,,,0,0
31491,LISTO,2500,0,[],[],[],[],,3,,nicolas tordesilla,0,0
31492,LISTO,2500,0,[],[],[],[],,1,,cesar lozano,0,0
31493,LISTO,2500,0,[],[],[],[],,2,,luis alfaro,0,0
31494,PENDIENTE,0,2500,,,,,,0,,,0,0
31495,PENDIENTE,0,500,,,,,,0,,,0,0
31496,LISTO,500,0,"[""PLACA 1100*780 09B""]",[630],[630],[0],,2,,marco ordenes,0,0
31497,PENDIENTE,0,500,,,,,,0,,,0,0
31498,PENDIENTE,0,500,,,,,,0,,,0,0
31499,LISTO,400,0,"[""PLACA 1890*2145 D94""]",[402],[400],[2],,2,,nicolas tordesilla,0,0
31500,LISTO,400,0,[],[],[],[],,1,,cesar lozano,0,0
31501,PENDIENTE,0,400,,,,,,0,,,0,0
31502,PENDIENTE,0,400,,,,,,0,,,0,0
31503,LISTO,200,0,[],[],[],[],,3,,nicolas tordesilla,0,0
31504,LISTO,200,0,[],[],[],[],,2,,luis alfaro,0,0
31505,PENDIENTE,0,200,,,,,,0,,,0,0
31506,LISTO,400,0,"[""PLACA 2330*1070 D98""]",[424],[400],[24],,2,,nicolas tordesilla,0,0
31507,PENDIENTE,0,300,,,,,,0,,,0,0
31508,LISTO,300,0,"[""PLACA 1100*780 09B""]",[403],[400],[3],,2,,Carlos Muller,0,0
31509,LISTO,300,0,[],[],[],[],,4,,raul espindola,0,0
31510,PENDIENTE,0,200,,,,,,0,,,0,0
31511,LISTO,200,0,[],[],[],[],,1,,leoncio arteaga,0,0
31512,PENDIENTE,0,200,,,,,,0,,,0,0
31513,PENDIENTE,0,200,,,,,,0,,,0,0
31514,PENDIENTE,0,200,,,,,,0,,,0,0
31515,LISTO,5000,0,[],[],[],[],,4,,raul espindola,0,0
31516,PENDIENTE,0,5000,,,,,,0,,,0,0
31517,LISTO,5000,0,"[""PLACA 950*780 09B""]",[7520],[7506],[14],,2,,marco ordenes,0,0
31518,LISTO,5000,0,[],[],[],[],,4,,raul espindola,0,0
31519,PENDIENTE,0,5000,,,,,,0,,,0,0
31520,LISTO,5000,0,"[""PLACA 1100*780 09B""]",[8866],[8856],[10],,2,,marco ordenes,0,0
31521,PENDIENTE,0,1,,,,,,0,,,0,0
31522,PENDIENTE,0,1,,,,,,0,,,0,0
31523,LISTO,1,0,"[""PLACA 2500*1730 C20"",""PLACA 2515*2145 D94""]","[1,1]","[1,1]","[0,0]",,2,,luis alfaro,0,0
31524,PENDIENTE,0,1,,,,,,0,,,0,0
31525,PENDIENTE,0,1,,,,,,0,,,0,0
31526,PENDIENTE,0,1,,,,,,0,,,0,0
31527,PENDIENTE,0,1,,,,,,0,,,0,0
31528,PENDIENTE,0,1,,,,,,0,,,0,0
31529,PENDIENTE,0,300,,,,,,0,,,0,0
31530,LISTO,500,0,[],[],[],[],,4,,raul espindola,0,0
31531,PENDIENTE,0,500,,,,,,0,,,0,0
31532,PENDIENTE,0,500,,,,,,0,,,0,0
31533,PENDIENTE,0,1000,,,,,,0,,,0,0
31534,LISTO,1000,0,"[""PLACA 1100*780 09B""]",[1250],[1250],[0],,2,,marco ordenes,0,0
31535,LISTO,1000,0,[],[],[],[],,4,,raul espindola,0,0
31536,PENDIENTE,0,1000,,,,,,0,,,0,0
31537,PENDIENTE,0,1000,,,,,,0,,,0,0
31538,PENDIENTE,0,1000,,,,,,0,,,0,0
31539,LISTO,1000,0,"[""PLACA 1100*780 09B""]",[1425],[1425],[0],,2,,marco ordenes,0,0
31540,LISTO,1000,0,[],[],[],[],,4,,raul espindola,0,0
31541,PENDIENTE,0,8,,,,,,0,,,0,0
31542,PENDIENTE,0,8,,,,,,0,,,0,0
31543,PENDIENTE,0,8,,,,,,0,,,0,0
31544,PENDIENTE,0,8,,,,,,0,,,0,0
31545,PENDIENTE,0,8,,,,,,0,,,0,0
31546,PENDIENTE,10,290,"[""PLACA 1100*780 09B""]",[4],[2],[2],,2,,Matias Muller,0,0
31547,PENDIENTE,0,50000,,,,,,0,,,0,0
31548,PENDIENTE,0,50000,,,,,,0,,,0,0
31549,PENDIENTE,0,50000,,,,,,0,,,0,0
31550,LISTO,50000,0,"[""PLACA 1200*780 09B""]",[4010],[4000],[10],,2,,marco ordenes,0,0
31551,LISTO,40000,0,"[""PLACA 950*780 09B""]",[35056],[35028],[28],,2,,marco ordenes,0,0
31552,LISTO,40000,0,[],[],[],[],,6,,raul espindola,0,0
31553,PENDIENTE,0,40000,,,,,,0,,,0,0
31554,LISTO,210,0,[],[],[],[],,5,,luis alfaro,0,0
31555,LISTO,210,0,"[""PLACA 2200*2145 D94""]",[520],[520],[0],,2,,luis alfaro,0,0
31556,PENDIENTE,0,210,,,,,,0,,,0,0
31557,PENDIENTE,0,210,,,,,,0,,,0,0
31558,LISTO,210,0,[],[],[],[],,5,,nicolas tordesilla,0,0
31559,PENDIENTE,0,210,,,,,,0,,,0,0
31560,PENDIENTE,0,420,,,,,,0,,,0,0
31561,LISTO,420,0,[],[],[],[],,1,,leoncio arteaga,0,0
31562,PENDIENTE,0,420,,,,,,0,,,0,0
31563,PENDIENTE,0,350,,,,,,0,,,0,0
31564,PENDIENTE,0,350,,,,,,0,,,0,0
31565,PENDIENTE,0,350,,,,,,0,,,0,0
31566,PENDIENTE,0,350,,,,,,0,,,0,0
31567,LISTO,100,0,"[""PLACA 2200*2145 D94""]",[202],[200],[2],,3,,nicolas tordesilla,0,0
31568,LISTO,200,0,[],[],[],[],,1,,cesar lozano,0,0
31569,PENDIENTE,0,100,,,,,,0,,,0,0
31570,LISTO,100,0,[],[],[],[],,2,,luis alfaro,0,0
31571,PENDIENTE,0,100,,,,,,0,,,0,0
31572,PENDIENTE,0,100,,,,,,0,,,0,0
31573,LISTO,200,0,[],[],[],[],,5,,luis alfaro,0,0
31574,LISTO,200,0,"[""PLACA 1700*1570 12C""]",[211],[200],[11],,2,,luis alfaro,0,0
31575,PENDIENTE,0,200,,,,,,0,,,0,0
31576,PENDIENTE,0,200,,,,,,0,,,0,0
31577,PENDIENTE,0,200,,,,,,0,,,0,0
31578,PENDIENTE,0,200,,,,,,0,,,0,0
31579,LISTO,200,0,[],[],[],[],,7,,luis alfaro,0,0
31580,LISTO,200,0,"[""PLACA 1700*1570 12C""]",[50],[50],[0],,2,,luis alfaro,0,0
31581,PENDIENTE,0,200,,,,,,0,,,0,0
31582,PENDIENTE,0,200,,,,,,0,,,0,0
31583,PENDIENTE,0,200,,,,,,0,,,0,0
31584,PENDIENTE,0,200,,,,,,0,,,0,0
31585,LISTO,200,0,[],[],[],[],,5,,luis alfaro,0,0
31586,LISTO,200,0,"[""PLACA 1700*1570 12C""]",[1],[1],[0],,2,,luis alfaro,0,0
31587,PENDIENTE,0,200,,,,,,0,,,0,0
31588,PENDIENTE,0,200,,,,,,0,,,0,0
31589,LISTO,600,0,"[""PLACA 2700*1570 C20""]",[11],[10],[1],,2,,luis alfaro,0,0
31590,PENDIENTE,200,400,[],[],[],[],,1,,leoncio arteaga,0,0
31591,PENDIENTE,0,600,,,,,,0,,,0,0
31592,PENDIENTE,0,3000,,,,,,0,,,0,0
31593,LISTO,3000,0,"[""PLACA 950*780 09B""]",[2700],[2700],[0],,2,,marco ordenes,0,0
31594,LISTO,3000,0,[],[],[],[],,4,,raul espindola,0,0
31595,PENDIENTE,0,3000,,,,,,0,,,0,0
31596,LISTO,3000,0,"[""PLACA 1100*780 09B""]",[3006],[3000],[6],,2,,marco ordenes,0,0
31597,LISTO,3000,0,[],[],[],[],,4,,raul espindola,0,0
31598,PENDIENTE,0,3000,,,,,,0,,,0,0
31599,PENDIENTE,0,1000,,,,,,0,,,0,0
31600,LISTO,50000,0,[],[],[],[],,6,,raul espindola,0,0
31601,PENDIENTE,0,50000,,,,,,0,,,0,0
31602,PENDIENTE,0,50000,,,,,,0,,,0,0
31603,LISTO,50000,0,"[""PLACA 1200*780 09B""]",[5556],[5556],[0],,2,,marco ordenes,0,0
31604,PENDIENTE,10000,40000,[],[],[],[],,6,,raul espindola,0,0
31605,PENDIENTE,0,50000,,,,,,0,,,0,0
31606,PENDIENTE,0,50000,,,,,,0,,,0,0
31607,PENDIENTE,0,50000,,,,,,0,,,0,0
31608,LISTO,5000,0,[],[],[],[],,7,,luis alfaro,0,0
31609,LISTO,5000,0,[],[],[],[],,3,,luis alfaro,0,0
31610,PENDIENTE,0,5000,,,,,,0,,,0,0
31611,PENDIENTE,0,5000,,,,,,0,,,0,0
31612,PENDIENTE,0,100,,,,,,0,,,0,0
31613,LISTO,100,0,"[""PLACA 1100*780 09B""]",[120],[120],[0],,2,,marco ordenes,0,0
31614,LISTO,100,0,[],[],[],[],,4,,raul espindola,0,0
31615,PENDIENTE,0,100,,,,,,0,,,0,0
31616,PENDIENTE,0,100,,,,,,0,,,0,0
31617,LISTO,100,0,[],[],[],[],,5,,luis alfaro,0,0
31618,LISTO,100,0,"[""PLACA 2200*2145 D94""]",[200],[200],[0],,2,,luis alfaro,0,0
31619,PENDIENTE,0,100,,,,,,0,,,0,0
31620,PENDIENTE,0,100,,,,,,0,,,0,0
31621,LISTO,100,0,[],[],[],[],,5,,luis alfaro,0,0
31622,PENDIENTE,0,100,,,,,,0,,,0,0
31623,LISTO,200,0,"[""PLACA 2700*1570 C20""]",[100],[100],[0],,2,,luis alfaro,0,0
31624,LISTO,200,0,[],[],[],[],,1,,leoncio arteaga,0,0
31625,PENDIENTE,0,200,,,,,,0,,,0,0
31626,PENDIENTE,0,20,,,,,,0,,,0,0
31627,LISTO,20,0,[],[],[],[],,1,,cesar lozano,0,0
31628,PENDIENTE,0,20,,,,,,0,,,0,0
31629,PENDIENTE,0,20,,,,,,0,,,0,0
31630,PENDIENTE,0,20,,,,,,0,,,0,0
31631,PENDIENTE,0,20,,,,,,0,,,0,0
31632,LISTO,960,0,"[""PLACA 950*780 09B""]",[1134],[1134],[0],,2,,marco ordenes,0,0
31633,LISTO,960,0,[],[],[],[],,4,,raul espindola,0,0
31634,PENDIENTE,0,960,,,,,,0,,,0,0
31635,LISTO,2000,0,"[""PLACA 1100*780 09B""]",[2364],[2352],[12],,2,,marco ordenes,0,0
31636,LISTO,2000,0,[],[],[],[],,4,,raul espindola,0,0
31637,PENDIENTE,0,2000,,,,,,0,,,0,0
31638,LISTO,4000,0,"[""PLACA 1100*780 09B""]",[2071],[2071],[0],,2,,marco ordenes,0,0
31639,LISTO,4000,0,[],[],[],[],,4,,raul espindola,0,0
31640,PENDIENTE,0,4000,,,,,,0,,,0,0
31641,PENDIENTE,0,400,,,,,,0,,,0,0
31642,LISTO,400,0,"[""PLACA 1100*780 09B""]",[575],[575],[0],,2,,marco ordenes,0,0
31643,LISTO,400,0,[],[],[],[],,4,,raul espindola,0,0
31644,PENDIENTE,0,400,,,,,,0,,,0,0
31645,PENDIENTE,0,400,,,,,,0,,,0,0
31646,PENDIENTE,0,1000,,,,,,0,,,0,0
31647,LISTO,1000,0,"[""PLACA 1100*780 09B""]",[50],[50],[0],,1,,leoncio arteaga,0,0
31648,PENDIENTE,0,1000,,,,,,0,,,0,0
31649,PENDIENTE,0,180,,,,,,0,,,0,0
31650,PENDIENTE,0,180,,,,,,0,,,0,0
31651,LISTO,180,0,[],[],[],[],,4,,raul espindola,0,0
31652,PENDIENTE,0,180,,,,,,0,,,0,0
31653,PENDIENTE,0,180,,,,,,0,,,0,0
31654,PENDIENTE,0,36,,,,,,0,,,0,0
31655,PENDIENTE,0,36,,,,,,0,,,0,0
31656,LISTO,36,0,[],[],[],[],,4,,raul espindola,0,0
31657,PENDIENTE,0,2000,,,,,,0,,,0,0
31658,LISTO,2000,0,[],[],[],[],,1,,cesar lozano,0,0
31659,PENDIENTE,0,2000,,,,,,0,,,0,0
31660,PENDIENTE,0,200,,,,,,0,,,0,0
31661,PENDIENTE,0,200,,,,,,0,,,0,0
31662,PENDIENTE,0,200,,,,,,0,,,0,0
31663,PENDIENTE,0,200,,,,,,0,,,0,0
31664,LISTO,90,0,"[""PLACA 2800*2145 C20""]",[1],[0],[1],,2,,nicolas tordesilla,0,0
31665,LISTO,90,0,[],[],[],[],,1,,cesar lozano,0,0
31666,PENDIENTE,0,90,,,,,,0,,,0,0
31667,LISTO,41,0,[],[],[],[],,3,,luis alfaro,0,0
31668,LISTO,41,0,"[""PLACA 2200*2145 D94"",""PLACA 2515*2145 D94""]","[123,1]","[123,1]","[0,0]",,2,,luis alfaro,0,0
31669,PENDIENTE,0,41,,,,,,0,,,0,0
31670,PENDIENTE,0,41,,,,,,0,,,0,0
31671,PENDIENTE,0,41,,,,,,0,,,0,0
31672,LISTO,41,0,[],[],[],[],,5,,luis alfaro,0,0
31673,PENDIENTE,0,41,,,,,,0,,,0,0
31674,PENDIENTE,0,90,,,,,,0,,,0,0
31675,PENDIENTE,0,500,,,,,,0,,,0,0
31676,LISTO,500,0,"[""PLACA 1100*780 09B""]",[700],[700],[0],,2,,marco ordenes,0,0
31677,LISTO,500,0,[],[],[],[],,4,,raul espindola,0,0
31678,PENDIENTE,0,500,,,,,,0,,,0,0
31679,LISTO,500,0,[],[],[],[],,4,,raul espindola,0,0
31680,LISTO,1000,0,"[""PLACA 950*780 10E""]",[1440],[1440],[0],,2,,marco ordenes,0,0
31681,PENDIENTE,0,500,,,,,,0,,,0,0
31682,PENDIENTE,0,300,,,,,,0,,,0,0
31683,LISTO,300,0,[],[],[],[],,4,,raul espindola,0,0
31684,LISTO,300,0,"[""PLACA 950*780 10E""]",[5100],[5100],[0],,2,,marco ordenes,0,0
31685,PENDIENTE,0,300,,,,,,0,,,0,0
31686,LISTO,2000,0,[],[],[],[],,4,,raul espindola,0,0
31687,PENDIENTE,0,2000,,,,,,0,,,0,0
31688,PENDIENTE,0,2000,,,,,,0,,,0,0
31689,LISTO,2000,0,"[""PLACA 1100*780 09B""]",[2236],[2230],[6],,2,,"marco ordenes, Matias Muller, Matias Muller, Matias Muller, marco ordenes",0,0
31690,PENDIENTE,0,100,,,,,,0,,,0,0
31691,PENDIENTE,0,100,,,,,,0,,,0,0
31692,PENDIENTE,0,100,,,,,,0,,,0,0
31693,PENDIENTE,0,100,,,,,,0,,,0,0
31694,PENDIENTE,0,100,,,,,,0,,,0,0
31695,PENDIENTE,0,12,,,,,,0,,,0,0
31696,PENDIENTE,0,12,,,,,,0,,,0,0
31697,PENDIENTE,0,12,,,,,,0,,,0,0
31698,PENDIENTE,0,12,,,,,,0,,,0,0
31699,PENDIENTE,0,12,,,,,,0,,,0,0
31700,PENDIENTE,0,12,,,,,,0,,,0,0
31701,PENDIENTE,0,12,,,,,,0,,,0,0
31702,PENDIENTE,0,12,,,,,,0,,,0,0
31703,PENDIENTE,0,18,,,,,,0,,,0,0
31704,PENDIENTE,0,18,,,,,,0,,,0,0
31705,LISTO,18,0,"[""PLACA 1600*1720 C30""]",[18],[18],[0],,1,,leoncio arteaga,0,0
31706,LISTO,15,0,[],[],[],[],,5,,luis alfaro,0,0
31707,LISTO,15,0,"[""PLACA 1890*2145 D94"",""PLACA 2200*2145 D94""]","[15,15]","[15,15]","[0,0]",,2,,luis alfaro,0,0
31708,PENDIENTE,0,15,,,,,,0,,,0,0
31709,PENDIENTE,0,15,,,,,,0,,,0,0
31710,PENDIENTE,0,15,,,,,,0,,,0,0
31711,LISTO,15,0,[],[],[],[],,3,,luis alfaro,0,0
31712,PENDIENTE,0,15,,,,,,0,,,0,0
31713,PENDIENTE,0,15,,,,,,0,,,0,0
31714,PENDIENTE,0,15,,,,,,0,,,0,0
31715,LISTO,30,0,"[""PLACA 2700*1570 C20""]",[15],[15],[0],,2,,luis alfaro,0,0
31716,LISTO,30,0,[],[],[],[],,1,,leoncio arteaga,0,0
31717,LISTO,2000,0,"[""PLACA 950*780 09B""]",[2352],[2352],[0],,2,,marco ordenes,0,0
31718,LISTO,2000,0,[],[],[],[],,4,,raul espindola,0,0
31719,PENDIENTE,0,2000,,,,,,0,,,0,0
31720,LISTO,120,0,"[""PLACA 1100*780 09B""]",[175],[0],[175],,2,,marco ordenes,0,0
31721,LISTO,120,0,[],[],[],[],,4,,raul espindola,0,0
31722,PENDIENTE,0,120,,,,,,0,,,0,0
31723,PENDIENTE,0,4000,,,,,,0,,,0,0
31724,LISTO,4000,0,"[""PLACA 950*780 09B""]",[4683],[4683],[0],,2,,marco ordenes,0,0
31725,LISTO,4000,0,[],[],[],[],,4,,raul espindola,0,0
31726,PENDIENTE,0,4000,,,,,,0,,,0,0
31727,LISTO,5000,0,[],[],[],[],,4,,raul espindola,0,0
31728,PENDIENTE,0,5000,,,,,,0,,,0,0
31729,LISTO,5000,0,"[""PLACA 950*780 09B""]",[5010],[5010],[0],,4,,marco ordenes,0,0
